ground_truth,person_id,video_label,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_wrist_x_vel,left_wrist_y_vel,left_wrist_z_vel,right_wrist_x_vel,right_wrist_y_vel,right_wrist_z_vel,right_arm_len,left_arm_len,right_horiz_ratio,left_horiz_ratio,right_wrist_acc
idle,shahzaib,rotate,0.11246514320373535,0.0006146728992462158,-0.1717376303859055,-0.12425774335861206,-0.1254853904247284,-0.5872749877162278,0.11479759216308594,-0.18245825171470642,-0.02289469400420785,-0.11117032170295715,-0.25808826088905334,-0.23231886746361852,0.08945250511169434,-0.38849306106567383,-0.09757394017651677,-0.058798789978027344,-0.411978155374527,-0.13287964882329106,0.0019823059891209372,-0.027778473767367157,0.0,-0.18208496498339027,-0.8110954906001201,-1.8937425179914915,0.5411451773358873,0.39678037135012667,0.2244923595325482,0.0713586587608284,0.0
idle,shahzaib,rotate,0.11270572245121002,-0.0002549290657043457,-0.1717376303859055,-0.1296398788690567,-0.148098886013031,-0.61175348283723,0.115638867020607,-0.1823062300682068,-0.02289469400420785,-0.11145336925983429,-0.2635759115219116,-0.24249743344262242,0.08940257132053375,-0.38813531398773193,-0.09757394017651677,-0.05832411348819733,-0.41213458776474,-0.13287964882329106,0.007290280226505182,-0.026351574695471627,0.0,-0.16309501546801983,-0.6852574420697778,-0.7417725794243109,0.5514716122291198,0.395593835651358,0.23800511669057606,0.2766439450699263,35.12055287381644
idle,shahzaib,rotate,0.11315928399562836,-0.0034741759300231934,-0.18016675300896168,-0.13293276727199554,-0.1630723476409912,-0.6352984327822924,0.1164989322423935,-0.18231213092803955,-0.02724323980510235,-0.11184923350811005,-0.2634434700012207,-0.25408843345940113,0.08908639848232269,-0.38776665925979614,-0.10399790294468403,-0.058380380272865295,-0.4120021462440491,-0.132923798635602,0.01374428922479797,-0.09755293528238891,-0.25542795827442843,-0.09978449705875239,-0.4537412614533376,-0.7134833316685545,0.5656008982258144,0.3925072104825782,0.21991448788380963,0.14088913158666988,7.323575098237396
idle,shahzaib,rotate,0.11647668480873108,-0.010119467973709106,-0.19856700487434864,-0.13606888055801392,-0.16306528449058533,-0.6367867011576891,0.11745265126228333,-0.18307700753211975,-0.03444799594581127,-0.11205047369003296,-0.2634364068508148,-0.2575006503611803,0.08890601992607117,-0.3875398635864258,-0.10670486278831959,-0.05858162045478821,-0.4119950830936432,-0.13782602734863758,0.10052729736674941,-0.20137248617230089,-0.5575833898602124,-0.09503373593995089,0.00021403486078435776,-0.045099041678688855,0.5629672051894734,0.3894161652206612,441.94571797943524,0.4992082089731286,24.48431479856623
idle,shahzaib,rotate,0.12026134133338928,-0.01145946979522705,-0.2184495497494936,-0.13880670070648193,-0.16346192359924316,-0.6386562008410692,0.11791953444480896,-0.18403977155685425,-0.04713249020278454,-0.11217603087425232,-0.26383304595947266,-0.2671936172991991,0.08878263831138611,-0.3879365026950836,-0.10728075541555882,-0.05870500206947327,-0.412391722202301,-0.14166502840816975,0.11468656135327916,-0.04060611580357417,-0.602501359852879,-0.08296424692327346,-0.012019366929025391,-0.05665150555697369,0.5615893092227817,0.39380752389801776,6.901972910905157,2.8242971480181964,0.627490890281535
idle,shahzaib,rotate,0.12326821684837341,-0.014453202486038208,-0.2446849960833788,-0.14162787795066833,-0.164596825838089,-0.6386562008410692,0.11946895718574524,-0.18830212950706482,-0.0644074622541666,-0.11290997266769409,-0.2617502510547638,-0.2671936172991991,0.08812615275382996,-0.38907140493392944,-0.12915696389973164,-0.05944111943244934,-0.4128424823284149,-0.15840955264866352,0.09111743984800358,-0.09071917244882256,-0.7950135252692448,-0.08549021952079967,-0.03439097693472183,0.0,0.546824846127245,0.3935994010340209,2.485760550580316,1.0043790414905254,1.8473077607635509
idle,shahzaib,rotate,0.12505431473255157,-0.021479427814483643,-0.2446849960833788,-0.14224492013454437,-0.16235750913619995,-0.6367867011576891,0.11944831907749176,-0.19655901193618774,-0.0644074622541666,-0.11352117359638214,-0.2608674168586731,-0.2671936172991991,0.08753706514835358,-0.3896847069263458,-0.1316255796700716,-0.06031407415866852,-0.4124205410480499,-0.16377812810242176,0.05412417830842928,-0.21291591904380158,0.0,-0.01869824799624361,0.06785808187542557,0.05665150555697369,0.5412774645549635,0.3869949653702551,0.27554525465831536,0.2542032758669346,4.079718765578911
idle,shahzaib,rotate,0.127628892660141,-0.02160722017288208,-0.2446849960833788,-0.14228281378746033,-0.160957932472229,-0.6367867011576891,0.12031951546669006,-0.200752854347229,-0.0644074622541666,-0.11350893974304199,-0.2608674168586731,-0.2671936172991991,0.08749917149543762,-0.39024630188941956,-0.13433593697845936,-0.06035196781158447,-0.4124205410480499,-0.16377812810242176,0.07801751295725524,-0.00387249570904357,0.0,-0.0011482925126046874,0.04241141405972578,0.0,0.5419254720142423,0.38688768646069605,0.02707444360482865,20.14137069394587,1.9556437887174276
idle,shahzaib,rotate,0.12994571030139923,-0.02165880799293518,-0.2446849960833788,-0.14228926599025726,-0.1563456952571869,-0.628035606816411,0.12114323675632477,-0.20315828919410706,-0.0644074622541666,-0.11346195638179779,-0.2608378231525421,-0.2656929511576891,0.08749271929264069,-0.39036133885383606,-0.13433593697845936,-0.06035842001438141,-0.41239094734191895,-0.16377812810242176,0.07020659518964333,-0.0015632672743363747,0.0,-0.00019552129687684872,0.1397647640921847,0.2651846770084254,0.5364763193089951,0.3871959808083812,0.0013989212461779238,44.88145749864121,8.560351053085428
idle,shahzaib,rotate,0.13135287165641785,-0.021677851676940918,-0.24465672532096505,-0.13887670636177063,-0.1558813452720642,-0.6154199675656855,0.12135306000709534,-0.20362621545791626,-0.06437919149175286,-0.11317682266235352,-0.26059019565582275,-0.26557187596336007,0.0876716673374176,-0.3902726173400879,-0.13550218800082803,-0.060452044010162354,-0.4123022258281708,-0.16374985734000802,0.0426412531823824,-0.0005770813335071925,0.0008566897701133403,0.10341089783292853,0.014071211670384297,0.3822920985068345,0.5252694395464184,0.3868912791762069,7.348588854057828,73.76341478400609,6.079312598226844
