ground_truth,person_id,video_label,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_wrist_x_vel,left_wrist_y_vel,left_wrist_z_vel,right_wrist_x_vel,right_wrist_y_vel,right_wrist_z_vel,right_arm_len,left_arm_len,right_horiz_ratio,left_horiz_ratio,right_wrist_acc
swipe_left,shahzaib,swipe_left,0.14754348993301392,0.024750471115112305,-0.370613249251619,-0.3674026355147362,-0.08966332674026489,-0.38817711384035647,0.14703810214996338,-0.16404679417610168,-0.24594738543964922,-0.22833584249019623,-0.21750131249427795,-0.24979423196054995,0.10792389512062073,-0.37321141362190247,-0.3529970964882523,-0.11898458003997803,-0.3864980638027191,-0.32581912190653384,0.0,0.0,0.0,0.0,0.0,0.0,0.3920598303458479,0.40031700292982497,0.0,0.0,0.0
swipe_left,shahzaib,swipe_left,0.14746378362178802,0.024953693151474,-0.38303194800391793,-0.37420016527175903,-0.09774836897850037,-0.3966958955861628,0.14680151641368866,-0.16375109553337097,-0.25393454590812325,-0.23022781312465668,-0.2204103171825409,-0.2522622481919825,0.10786883533000946,-0.37300997972488403,-0.36159424344077706,-0.11922763288021088,-0.38675656914711,-0.330113394651562,-0.002415342764420943,0.006158243526111949,-0.37632420461511973,-0.20598575021281385,-0.24500127994652948,-0.2581449013880708,0.39111374492539164,0.40050270914989583,0.8407503401918105,0.3921492556969312,12.460941606835071
swipe_left,shahzaib,swipe_left,0.14732790738344193,0.025095701217651367,-0.4042004537768662,-0.3839990943670273,-0.10414376854896545,-0.41903427662327886,0.14659003168344498,-0.1635456681251526,-0.2667446774430573,-0.23316333442926407,-0.22404488921165466,-0.26401004614308476,0.10798875242471695,-0.3727094233036041,-0.3728750986047089,-0.11950304359197617,-0.38708436489105225,-0.33931732596829534,-0.004117461768063632,0.00430327473264752,-0.6414698719075231,-0.29693724531115906,-0.19379998698379053,-0.6769206374883652,0.3954343613746069,0.4009710264905682,1.5321761252742991,0.95659827121003,13.078377279201675
swipe_left,shahzaib,swipe_left,0.14719203114509583,0.025237709283828735,-0.42536895954981446,-0.39379802346229553,-0.11053916811943054,-0.4413726576603949,0.1463785469532013,-0.1633402407169342,-0.27955480897799134,-0.23609885573387146,-0.22767946124076843,-0.275757844094187,0.10810866951942444,-0.3724088668823242,-0.38415595376864076,-0.11977845430374146,-0.3874121606349945,-0.3485212572850287,-0.004117461768063632,0.00430327473264752,-0.6414698719075231,-0.29693724531115906,-0.19379998698379053,-0.6769206374883652,0.40045818860154386,0.4016824872186316,1.5321761252742991,0.95659827121003,0.0
swipe_left,shahzaib,swipe_left,0.14701655507087708,0.025736510753631592,-0.45306672202423215,-0.40738359093666077,-0.12151128053665161,-0.46383215533569455,0.1461600363254547,-0.16272377967834473,-0.29496191488578916,-0.24154755473136902,-0.23461967706680298,-0.2860942636616528,0.10836657881736755,-0.3717097043991089,-0.40459437714889646,-0.12009844183921814,-0.3880179226398468,-0.36316166864708066,-0.005317456794507575,0.015115196054632013,-0.8393261355884147,-0.41168386285955255,-0.3324882550673051,-0.6805908386454438,0.404590032090736,0.4022522626677802,1.2381869687073535,0.35177215056549643,5.455782041590393
swipe_left,shahzaib,swipe_left,0.14688032865524292,0.026571184396743774,-0.4538072436116636,-0.4174106568098068,-0.13182982802391052,-0.4663358419202268,0.1460774540901184,-0.1621570885181427,-0.2960296659730375,-0.24885258078575134,-0.24126407504081726,-0.2883899896405637,0.10859763622283936,-0.37105363607406616,-0.40724504878744483,-0.12029308080673218,-0.3882753252983093,-0.3660809784196317,-0.004128073201035008,0.025293140700369168,-0.02244004810398275,-0.30385048100442597,-0.31268325718966394,-0.07586929044037154,0.4050854042023478,0.4021680001953989,0.9717485738980467,0.1632027452498024,18.623632681564537
swipe_left,shahzaib,swipe_left,0.14678069949150085,0.02794855833053589,-0.45380962267518044,-0.4220522344112396,-0.1461489200592041,-0.46633822098374367,0.14607831835746765,-0.16131246089935303,-0.30063364282250404,-0.25256165862083435,-0.24914976954460144,-0.29144448414444923,0.1087278425693512,-0.3701019585132599,-0.4072474278509617,-0.12040078639984131,-0.3885282576084137,-0.3660833574831486,-0.0030190655679413767,0.04173860405430649,-7.209283384409818e-05,-0.14065386671008484,-0.43391187985738117,-7.209283384409818e-05,0.39974038701848724,0.4025671023151284,0.3241523200609189,0.07233095848281973,6.574761063722539
swipe_left,shahzaib,swipe_left,0.14665156602859497,0.02925834059715271,-0.4538197726942599,-0.4278015196323395,-0.15834608674049377,-0.4663483710028231,0.14618033170700073,-0.16067931056022644,-0.30448018619790673,-0.2562076151371002,-0.2552300691604614,-0.2914546341635287,0.10891973972320557,-0.3694935142993927,-0.40725757787004113,-0.12057673931121826,-0.3888024091720581,-0.366093507502228,-0.003913135239572236,0.03969037171566125,-0.0003075763357408119,-0.17422076427575311,-0.3696111115542325,-0.0003075763357408119,0.3969234433081086,0.40323041860284325,0.4713610805207341,0.09858906534157921,2.198041717352137
swipe_left,shahzaib,swipe_left,0.1464298665523529,0.0301191508769989,-0.45308567001484334,-0.43450844287872314,-0.16815796494483948,-0.46385110332630575,0.14619049429893494,-0.16019240021705627,-0.30448631360195577,-0.2620393931865692,-0.2597131133079529,-0.2914607615675777,0.10900488495826721,-0.3690006732940674,-0.40461332513950765,-0.12079975008964539,-0.38895395398139954,-0.36609963490627706,-0.006718165946729255,0.02608515999533913,0.02224553573989507,-0.20324009837526263,-0.29732964255593036,0.07567477807628385,0.3958779638781838,0.4037905787798596,0.6835491176696714,0.2575375581507437,3.297333242841696
swipe_left,shahzaib,swipe_left,0.14614850282669067,0.03082314133644104,-0.45273630507290363,-0.43761517107486725,-0.17959681153297424,-0.4623757768422365,0.14615076780319214,-0.1594681441783905,-0.3044861722737551,-0.2640218138694763,-0.26464346051216125,-0.28840850479900837,0.10900557041168213,-0.3682641386985779,-0.39824183471500874,-0.12108290195465088,-0.38900497555732727,-0.36378039605915546,-0.00852617350491611,0.02133304422551937,0.010586816422415511,-0.09414327867103353,-0.34663171479196286,0.04470686315361301,0.39212945013885936,0.40449956960882294,0.2715937493884128,0.3996510654420256,3.7472759804486295
